"Part D Drug Utilization and Cost Summary, Calendar Years 2011 - 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand Name,Generic Name,"Claim Count, 2011","Total Spending, 2011","Beneficiary Count, 2011","Total Annual Spending Per User, 2011","Unit Count, 2011","Average Cost Per Unit (Weighted), 2011","Beneficiary Count No LIS, 2011","Average Beneficiary Cost Share No LIS, 2011","Beneficiary Count LIS, 2011","Average Beneficiary Cost Share LIS, 2011","Claim Count, 2012","Total Spending, 2012","Beneficiary Count, 2012","Total Annual Spending Per User, 2012","Unit Count, 2012","Average Cost Per Unit (Weighted), 2012","Beneficiary Count No LIS, 2012","Average Beneficiary Cost Share No LIS, 2012","Beneficiary Count LIS, 2012","Average Beneficiary Cost Share LIS, 2012","Claim Count, 2013","Total Spending, 2013","Beneficiary Count, 2013","Total Annual Spending Per User, 2013","Unit Count, 2013","Average Cost Per Unit (Weighted), 2013","Beneficiary Count No LIS, 2013","Average Beneficiary Cost Share No LIS, 2013","Beneficiary Count LIS, 2013","Average Beneficiary Cost Share LIS, 2013","Claim Count, 2014","Total Spending, 2014","Beneficiary Count, 2014","Total Annual Spending Per User, 2014","Unit Count, 2014","Average Cost Per Unit (Weighted), 2014","Beneficiary Count No LIS, 2014","Average Beneficiary Cost Share No LIS, 2014","Beneficiary Count LIS, 2014","Average Beneficiary Cost Share LIS, 2014","Claim Count, 2015","Total Spending, 2015","Beneficiary Count, 2015","Total Annual Spending Per User, 2015","Unit Count, 2015","Average Cost Per Unit (Weighted), 2015","Beneficiary Count No LIS, 2015","Average Beneficiary Cost Share No LIS, 2015","Beneficiary Count LIS, 2015","Average Beneficiary Cost Share LIS, 2015","Annual Change in Average Cost Per Unit, 2015"
VEXOL ,RIMEXOLONE ,"6,116","$297,313.08","2,622",$113.39,"40,039",$7.43,"1,687",$81.63,935,$9.76,"4,907","$276,686.30","2,054",$134.71,"32,245",$8.58,"1,484",$92.04,570,$10.95,"4,397","$276,957.25","1,898",$145.92,"29,573",$9.37,"1,508",$96.08,390,$13.32,"4,443","$323,888.17","1,812",$178.75,"30,718",$10.54,"1,464",$110.07,348,$11.05,"3,402","$351,579.52","1,314",$267.56,"25,045",$14.04,"1,061",$133.32,253,$12.73,33%
VFEND ,VORICONAZOLE ,"5,720","$13,234,890.73","2,410","$5,491.66","359,124",$40.53,"1,071",$780.84,"1,339",$18.70,"1,261","$3,077,393.76",469,"$6,561.61","104,801",$38.43,193,$864.15,276,$11.65,493,"$1,399,243.06",185,"$7,563.48","54,535",$37.65,84,$727.23,101,$4.31,324,"$1,130,125.76",112,"$10,090.41","31,553",$48.51,47,$810.12,65,$40.86,361,"$1,480,256.91",104,"$14,233.24","30,472",$59.10,41,$787.27,63,$4.12,
VFEND IV ,VORICONAZOLE ,676,"$419,717.06",192,"$2,186.03","27,347",$15.35,107,$277.27,85,$6.29,588,"$441,804.87",196,"$2,254.11","34,797",$12.70,130,$287.50,66,$17.17,444,"$355,875.82",148,"$2,404.57","10,977",$32.42,101,$204.65,47,$4.02,404,"$228,536.53",123,"$1,858.02","52,361",$4.36,92,$247.16,31,$5.96,258,"$138,933.46",76,"$1,828.07","3,278",$42.38,54,$335.89,22,$7.96,
VGO 20 ,"SUB-Q INSULIN DEVICE, 20 UNIT ",,,,,,,,,,,79,"$21,607.27",35,$617.35,"3,150",$6.86,21,$147.04,14,$7.81,"2,778","$673,913.34",909,$741.38,"92,910",$7.25,513,$242.16,396,$11.90,"7,925","$2,143,491.18","2,072","$1,034.50","268,773",$7.98,"1,167",$310.14,905,$16.31,"10,171","$3,108,863.91","2,410","$1,289.99","352,867",$8.81,"1,359",$371.17,"1,051",$20.27,10%
VGO 30 ,"SUB-Q INSULIN DEVICE, 30 UNIT ",,,,,,,,,,,63,"$15,532.78",27,$575.29,"2,281",$6.81,,,,,"2,699","$655,781.15",966,$678.86,"90,400",$7.25,553,$223.78,413,$11.28,"7,790","$2,095,279.75","2,141",$978.65,"262,533",$7.98,"1,195",$292.35,946,$13.40,"10,698","$3,235,168.21","2,551","$1,268.20","367,766",$8.80,"1,394",$355.27,"1,157",$18.50,10%
VGO 40 ,"SUB-Q INSULIN DEVICE, 40 UNIT ",,,,,,,,,,,121,"$30,215.62",57,$530.10,"4,410",$6.85,34,$154.90,23,$3.41,"4,399","$1,100,829.37","1,379",$798.28,"152,031",$7.24,766,$236.53,613,$9.78,"11,944","$3,280,451.70","2,708","$1,211.39","411,689",$7.97,"1,484",$347.56,"1,224",$18.10,"16,277","$5,067,352.17","3,414","$1,484.29","574,989",$8.81,"1,802",$396.54,"1,612",$17.04,11%
VIAGRA ,SILDENAFIL CITRATE ,"223,126","$22,455,452.00","54,566",$411.53,"1,199,121",$18.72,"43,546",$98.05,"11,020",$17.73,"272,834","$33,502,762.46","68,975",$485.72,"1,539,889",$21.76,"56,225",$114.73,"12,750",$17.40,"327,495","$54,794,410.01","88,709",$617.69,"2,137,611",$25.64,"74,956",$110.17,"13,753",$16.38,"160,247","$22,685,220.31","32,633",$695.16,"727,166",$31.20,"18,816",$40.35,"13,817",$3.05,"161,670","$25,589,383.34","30,516",$838.56,"692,216",$36.97,"17,852",$39.57,"12,664",$3.64,18%
VIBATIV ,TELAVANCIN HCL ,892,"$903,433.38",207,"$4,364.41","61,552",$16.57,73,$872.97,134,$32.18,32,"$37,915.38",11,"$3,446.85","9,284",$4.87,,,,,,,,,,,,,,,58,"$115,771.02",16,"$7,235.69","6,942",$26.67,,,,,66,"$122,611.78",17,"$7,212.46","25,828",$4.98,,,,,
VIBRAMYCIN ,DOXYCYCLINE CALCIUM ,"2,040","$237,455.53","1,197",$198.38,"433,275",$0.55,581,$79.36,616,$4.57,"2,312","$281,493.27","1,348",$208.82,"519,349",$0.54,652,$80.98,696,$4.04,"2,695","$323,913.60","1,596",$202.95,"1,053,059",$0.31,813,$78.10,783,$3.68,"2,456","$292,987.57","1,383",$211.85,"495,850",$0.59,753,$77.10,630,$2.93,"2,418","$328,635.37","1,373",$239.36,"490,635",$0.67,744,$77.86,629,$3.42,13%
VIBRAMYCIN ,DOXYCYCLINE HYCLATE ,206,"$49,380.17",84,$587.86,"8,957",$5.51,54,$166.15,30,$7.12,196,"$56,281.13",94,$598.74,"10,626",$5.30,59,$147.25,35,$6.23,307,"$84,363.65",178,$473.95,"16,023",$5.27,98,$126.40,80,$5.21,164,"$60,365.52",72,$838.41,"10,043",$6.01,51,$177.05,21,$5.62,122,"$47,131.74",59,$798.84,"6,793",$6.94,38,$156.44,21,$5.27,
VIBRAMYCIN ,DOXYCYCLINE MONOHYDRATE ,475,"$54,525.01",310,$175.89,"145,515",$0.37,123,$78.40,187,$3.52,569,"$69,472.91",328,$211.81,"185,244",$0.38,145,$78.80,183,$2.69,489,"$55,750.86",268,$208.03,"147,331",$0.38,105,$74.91,163,$3.36,169,"$16,603.94",108,$153.74,"44,170",$0.38,45,$73.39,63,$4.17,181,"$22,323.78",114,$195.82,"49,587",$0.45,48,$57.42,66,$3.12,
VICA-FORTE ,MULTIVITAMIN-MINERALS NO.7/FA ,136,"$1,074.65",59,$18.21,"7,401",$0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICAP FORTE ,MULTIVITAMIN-MINERALS NO.7/FA ,24,$125.53,,,760,$0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICODIN ,HYDROCODONE/ACETAMINOPHEN ,"10,096","$959,513.66","3,875",$247.62,"730,071",$1.31,"2,206",$123.66,"1,669",$6.82,"9,056","$875,441.01","4,510",$194.11,"605,613",$1.46,"2,710",$75.59,"1,800",$4.34,"68,940","$4,489,632.03","48,590",$92.40,"3,123,984",$1.44,"36,253",$27.80,"12,337",$2.83,"184,681","$11,922,195.19","118,435",$100.66,"8,840,440",$1.35,"85,805",$18.32,"32,630",$1.81,"73,863","$4,991,665.45","49,449",$100.95,"3,746,875",$1.33,"36,694",$19.64,"12,755",$2.13,-1%
VICODIN ES ,HYDROCODONE/ACETAMINOPHEN ,"11,618","$1,533,306.20","2,832",$541.42,"1,070,985",$1.43,"1,322",$233.27,"1,510",$12.70,"9,136","$1,241,706.22","3,414",$363.71,"778,386",$1.60,"1,924",$120.02,"1,490",$7.19,"44,603","$4,961,394.19","25,361",$195.63,"3,064,238",$1.62,"17,910",$37.45,"7,451",$4.20,"93,627","$10,212,077.55","46,193",$221.07,"6,444,201",$1.58,"31,483",$32.34,"14,710",$3.89,"40,253","$4,521,308.17","19,562",$231.13,"3,016,142",$1.50,"13,814",$36.52,"5,748",$4.33,-5%
VICODIN HP ,HYDROCODONE/ACETAMINOPHEN ,"2,710","$454,893.26",492,$924.58,"318,313",$1.43,195,$261.37,297,$14.31,"2,060","$363,044.60",476,$762.70,"228,303",$1.59,224,$159.16,252,$10.26,"9,309","$1,954,822.28","3,737",$523.10,"970,504",$2.01,"2,246",$76.64,"1,491",$7.74,"23,277","$4,387,621.53","8,246",$532.09,"2,337,434",$1.88,"4,747",$73.20,"3,499",$6.61,"13,369","$2,661,821.12","4,499",$591.65,"1,451,915",$1.83,"2,636",$82.64,"1,863",$8.05,-2%
VICOPROFEN ,HYDROCODONE/IBUPROFEN ,843,"$265,088.64",214,"$1,238.73","102,496",$2.59,102,$313.37,112,$21.02,890,"$291,827.01",200,"$1,459.14","103,923",$2.81,106,$379.94,94,$18.66,681,"$258,551.67",130,"$1,988.86","83,910",$3.08,86,$407.00,44,$32.64,600,"$210,035.30",131,"$1,603.32","60,608",$3.47,82,$363.93,49,$22.24,350,"$143,606.75",74,"$1,940.63","39,590",$3.63,47,$439.21,27,$9.54,
VICTOZA 2-PAK ,LIRAGLUTIDE ,"67,675","$20,757,135.39","21,538",$963.74,"459,489",$45.17,"10,921",$255.76,"10,617",$14.35,"141,245","$48,029,896.65","39,444","$1,217.67","963,651",$49.84,"20,924",$280.08,"18,520",$15.91,"226,611","$86,394,503.87","62,999","$1,371.36","1,580,381",$54.67,"34,098",$259.17,"28,901",$16.30,"302,465","$133,405,412.59","79,912","$1,669.40","2,115,665",$63.06,"42,987",$294.13,"36,925",$16.54,"353,673","$177,314,618.12","93,249","$1,901.52","2,505,999",$70.76,"49,703",$327.49,"43,546",$16.94,12%
VICTOZA 3-PAK ,LIRAGLUTIDE ,"99,989","$49,477,860.35","28,698","$1,724.09","1,113,375",$44.44,"16,103",$361.21,"12,595",$17.91,"228,845","$127,232,154.92","58,425","$2,177.70","2,593,352",$49.06,"34,370",$400.62,"24,055",$20.10,"421,206","$269,181,466.70","105,379","$2,554.41","5,028,794",$53.53,"64,960",$372.31,"40,419",$20.12,"571,507","$425,306,082.49","135,655","$3,135.20","6,868,168",$61.92,"82,215",$421.29,"53,440",$19.88,"686,487","$580,905,082.05","160,613","$3,616.80","8,341,746",$69.64,"96,419",$471.02,"64,194",$19.21,12%
VICTRELIS ,BOCEPREVIR ,"3,395","$15,557,169.47","1,263","$12,317.63","1,147,881",$13.55,237,"$1,262.68","1,026",$8.28,"11,812","$57,368,089.35","2,922","$19,633.16","3,982,068",$14.41,632,"$1,739.10","2,290",$26.05,"7,973","$45,123,779.55","1,968","$22,928.75","2,674,456",$16.87,501,"$1,771.56","1,467",$35.24,851,"$5,757,047.66",316,"$18,218.51","284,388",$20.24,77,"$1,869.23",239,$64.37,23,"$156,193.24",,,"7,464",$20.93,,,,,
VIDAZA ,AZACITIDINE ,494,"$2,468,583.16",125,"$19,748.67","4,703",$524.90,57,"$1,681.95",68,$5.03,629,"$3,233,119.46",140,"$23,093.71","6,374",$507.24,61,"$2,111.31",79,$184.87,685,"$3,972,106.02",154,"$25,792.90","7,040",$564.22,61,"$1,886.98",93,$77.62,318,"$1,763,222.95",66,"$26,715.50","3,016",$584.68,29,"$1,745.58",37,$7.37,112,"$706,052.75",32,"$22,064.15","1,208",$584.48,17,"$1,475.09",15,$5.32,
VIDEX ,DIDANOSINE ,199,"$36,793.93",25,"$1,471.76","79,660",$0.46,,,,,134,"$25,206.40",22,"$1,145.75","51,240",$0.49,,,,,118,"$25,980.34",18,"$1,443.35","47,230",$0.55,,,,,77,"$16,034.94",,,"26,100",$0.61,,,,,59,"$11,038.87",11,"$1,003.53","18,100",$0.61,,,,,
VIDEX EC ,DIDANOSINE ,822,"$205,503.73",186,"$1,104.86","26,009",$7.96,55,$245.53,131,$11.18,571,"$163,745.56",133,"$1,231.17","18,485",$8.76,42,$139.21,91,$6.75,298,"$96,652.28",84,"$1,150.62","9,902",$9.39,32,$140.08,52,$6.84,205,"$64,120.79",56,"$1,145.01","6,586",$9.34,19,$112.48,37,$12.35,150,"$46,371.45",59,$785.96,"4,944",$8.99,16,$81.66,43,$7.92,
VIEKIRA PAK ,OMBITA/PARITAP/RITON/DASABUVIR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,865","$219,927,183.85","2,615","$84,102.17","878,895",$250.23,"1,075","$3,704.42","1,540",$75.15,
VIGAMOX ,MOXIFLOXACIN HCL ,"863,895","$73,143,746.28","586,260",$124.76,"2,643,022",$27.67,"394,375",$62.24,"191,885",$6.94,"832,715","$77,877,909.36","558,222",$139.51,"2,548,482",$30.56,"382,907",$65.42,"175,315",$6.73,"771,897","$80,237,144.06","520,677",$154.10,"2,370,025",$33.85,"372,887",$67.96,"147,790",$6.84,"665,761","$76,271,613.68","451,558",$168.91,"2,044,911",$37.30,"324,924",$71.16,"126,634",$6.77,"581,324","$80,780,449.04","393,650",$205.21,"1,789,128",$45.15,"285,539",$76.74,"108,111",$7.17,21%
VIIBRYD ,VILAZODONE HYDROCHLORIDE ,"19,570","$2,581,490.11","9,475",$272.45,"627,114",$4.12,"3,819",$112.07,"5,656",$5.86,"155,426","$22,149,757.24","39,190",$565.19,"5,153,745",$4.30,"14,478",$221.29,"24,712",$15.17,"261,567","$42,236,664.91","52,592",$803.10,"8,872,987",$4.76,"20,604",$266.77,"31,988",$19.83,"302,422","$56,831,494.97","53,556","$1,061.16","10,432,962",$5.45,"21,283",$323.55,"32,273",$21.66,"297,915","$65,730,557.62","49,267","$1,334.17","10,357,639",$6.35,"19,881",$385.64,"29,386",$23.10,17%
VIMIZIM ,ELOSULFASE ALFA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,"$4,241,866.22",,,"19,520",$217.31,,,,,
VIMOVO ,NAPROXEN/ESOMEPRAZOLE MAG ,"34,216","$3,201,526.74","18,464",$173.39,"1,977,356",$1.62,"8,498",$79.63,"9,966",$7.97,"63,917","$6,642,823.10","23,014",$288.64,"3,865,420",$1.72,"11,892",$111.92,"11,122",$12.27,"58,975","$7,283,008.31","19,769",$368.41,"3,757,060",$1.94,"11,867",$133.11,"7,902",$14.34,"48,972","$38,879,753.75","21,291","$1,826.11","3,119,158",$12.46,"12,455",$137.91,"8,836",$11.19,"26,563","$41,286,632.26","11,259","$3,666.99","1,747,019",$23.63,"5,235",$152.49,"6,024",$7.94,90%
VIMPAT ,LACOSAMIDE ,"167,529","$73,491,338.70","21,467","$3,423.46","12,746,603",$6.54,"3,825",$564.70,"17,642",$23.79,"238,892","$116,537,172.23","29,122","$4,001.69","19,357,110",$7.14,"5,811",$641.45,"23,311",$20.58,"327,224","$174,720,873.84","36,986","$4,723.97","26,429,121",$8.12,"8,590",$684.02,"28,396",$21.13,"396,330","$236,698,860.78","44,589","$5,308.46","32,426,947",$9.24,"10,978",$692.62,"33,611",$19.09,"471,478","$302,218,079.76","52,177","$5,792.17","38,932,712",$9.98,"13,129",$749.36,"39,048",$20.05,8%
VINACAL ,PNV NO.22/IRON CBN&GLUC/FA/DSS ,691,"$19,964.96",216,$92.43,"23,307",$0.86,20,$15.81,196,$3.28,433,"$12,506.09",153,$81.74,"14,980",$0.83,17,$27.42,136,$5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE AZ ,PRENATAL VIT/IRON BISGLYCIN/FA ,333,"$7,034.70",76,$92.56,"12,962",$0.54,22,$30.99,54,$5.02,156,"$3,524.66",52,$67.78,"6,764",$0.52,22,$26.88,30,$2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE AZ EXTRA ,PV W-O CAL/FE BISGLY/FA ,18,$303.27,,,540,$0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE C ,PV W-O VIT A/FECBN-FEFM/FA ,18,$814.10,,,840,$0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE CALCIUM ,PNV NO.4/IRON CBN&GLUC/FA/DOSS ,273,"$3,398.44",46,$73.88,"8,960",$0.38,,,,,80,$952.38,25,$38.10,"3,010",$0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE CARE ,PRENATAL VIT NO.109/IRON/FA ,124,"$4,955.41",49,$101.13,"5,169",$0.96,,,,,71,"$3,128.99",34,$92.03,"3,120",$1.00,11,$35.40,23,$3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE GT ,PRENATAL VIT 16/IRON CB/FA/DSS ,"1,210","$14,289.04",303,$47.16,"43,882",$0.33,50,$29.21,253,$4.58,465,"$5,666.11",177,$32.01,"19,113",$0.30,34,$22.81,143,$3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE IC ,PRENATAL VITS CMB W-O CA NO.2 ,253,"$4,907.93",67,$73.25,"10,543",$0.47,22,$36.35,45,$5.02,138,"$2,699.15",41,$65.83,"5,400",$0.50,15,$41.07,26,$5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE II ,PRENATAL VIT/IRON BISGLYCIN/FA ,395,"$5,556.59",103,$53.95,"16,468",$0.34,19,$37.24,84,$4.00,285,"$3,936.45",87,$45.25,"11,280",$0.35,32,$25.41,55,$4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE ONE ,"PRENATAL VIT27,CALCIUM/IRON/FA ",871,"$8,686.59",277,$31.36,"32,322",$0.27,43,$19.74,234,$4.26,536,"$5,451.84",209,$26.09,"20,213",$0.27,38,$22.12,171,$3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE PN CARE ,PNV7/FE ASP GLY/DOCUSATE/FA ,125,"$5,017.30",43,$116.68,"4,984",$1.01,11,$40.16,32,$4.14,86,"$3,991.24",26,$153.51,"3,839",$1.04,11,$32.00,15,$5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE ULTRA ,PRENATAL VIT 18/IRON CB/FA/DSS ,498,"$4,573.58",159,$28.76,"21,428",$0.21,31,$26.43,128,$4.91,247,"$2,217.63",91,$24.37,"10,429",$0.21,26,$24.23,65,$5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINATE-M ,PNV/FERROUS FUMARATE/FA/SE ,"2,096","$18,822.94",462,$40.74,"75,444",$0.25,98,$26.00,364,$4.44,"1,353","$11,507.13",393,$29.28,"50,296",$0.23,129,$25.38,264,$3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINBLASTINE SULFATE ,VINBLASTINE SULFATE ,46,"$2,587.72",11,$235.25,950,$2.72,,,,,29,"$3,054.51",,,800,$4.25,,,,,54,"$3,829.57",19,$201.56,"1,130",$4.29,,,,,46,"$3,539.98",16,$221.25,948,$3.84,,,,,32,"$2,518.69",15,$167.91,820,$3.07,,,,,
VINCASAR PFS ,VINCRISTINE SULFATE ,113,"$3,652.56",42,$86.97,239,$15.30,13,$19.76,29,$1.14,43,"$1,277.38",18,$70.97,88,$14.56,,,,,136,"$3,598.48",39,$92.27,278,$12.75,20,$17.25,19,$1.44,151,"$3,871.46",46,$84.16,474,$8.36,22,$21.67,24,$1.09,44,"$1,519.51",15,$101.30,105,$14.48,,,,,
VINCRISTINE SULFATE ,VINCRISTINE SULFATE ,233,"$2,454.51",76,$32.30,459,$5.36,32,$10.37,44,$2.36,318,"$3,396.27",100,$33.96,654,$5.20,45,$14.51,55,$0.96,285,"$3,362.02",91,$36.95,588,$5.73,35,$14.67,56,$1.15,429,"$5,440.90",118,$46.11,935,$5.82,53,$18.38,65,$0.82,410,"$5,947.44",117,$50.83,898,$6.62,52,$11.85,65,$1.83,
VINORELBINE TARTRATE ,VINORELBINE TARTRATE ,372,"$168,657.32",116,"$1,453.94","4,502",$38.23,44,$195.94,72,$4.47,319,"$100,834.17",90,"$1,120.38","3,716",$26.95,36,$140.44,54,$1.82,398,"$115,018.12",112,"$1,026.95","4,476",$26.56,49,$139.05,63,$2.64,321,"$69,750.70",92,$758.16,"3,415",$21.72,44,$107.22,48,$3.18,266,"$44,926.12",82,$547.88,"2,965",$15.76,44,$104.25,38,$2.33,
VIOKACE ,LIPASE/PROTEASE/AMYLASE ,,,,,,,,,,,111,"$104,117.89",74,"$1,407.00","28,314",$3.55,36,$149.20,38,$3.16,961,"$831,120.96",371,"$2,240.22","222,103",$3.62,210,$270.24,161,$9.30,"1,350","$1,338,958.51",487,"$2,749.40","315,556",$4.00,253,$310.19,234,$6.96,"1,667","$1,791,545.62",531,"$3,373.91","397,302",$4.29,243,$379.07,288,$7.81,
VIORELE ,DESOG-E.ESTRADIOL/E.ESTRADIOL ,,,,,,,,,,,"1,285","$62,890.98",403,$156.06,"44,436",$1.42,48,$37.23,355,$3.62,"3,783","$180,611.98",716,$252.25,"130,093",$1.39,82,$75.79,634,$6.86,"4,778","$206,384.13",848,$243.38,"167,800",$1.23,96,$78.43,752,$7.33,"3,275","$128,774.76",601,$214.27,"123,798",$1.04,65,$74.70,536,$7.80,
VIRACEPT ,NELFINAVIR MESYLATE ,"21,789","$16,798,424.71","2,556","$6,572.15","3,060,860",$5.89,505,$682.76,"2,051",$26.07,"18,824","$15,772,605.26","2,180","$7,235.14","2,671,213",$6.32,475,$596.23,"1,705",$21.96,"16,692","$14,703,135.34","1,879","$7,824.98","2,293,005",$6.81,459,$613.94,"1,420",$25.50,"13,871","$13,299,501.39","1,622","$8,199.45","1,946,649",$7.29,418,$546.83,"1,204",$23.51,"10,658","$10,865,023.67","1,327","$8,187.66","1,509,364",$7.71,348,$646.12,979,$20.87,6%
VIRAMUNE ,NEVIRAPINE ,"66,524","$38,906,419.31","8,056","$4,829.50","4,383,786",$9.11,"1,906",$570.45,"6,150",$24.43,"29,299","$19,065,990.33","5,668","$3,363.80","1,959,662",$10.05,"1,392",$387.53,"4,276",$16.83,"4,311","$2,704,474.09",830,"$3,258.40","296,753",$9.97,211,$288.58,619,$10.13,"2,032","$1,333,462.33",389,"$3,427.92","152,607",$10.24,129,$217.12,260,$9.44,896,"$690,290.12",184,"$3,751.58","76,157",$11.44,55,$251.08,129,$14.53,
VIRAMUNE XR ,NEVIRAPINE ,"8,685","$4,876,378.58","1,951","$2,499.43","277,805",$17.55,517,$152.62,"1,434",$2.84,"24,992","$14,943,710.35","3,001","$4,979.58","802,716",$18.62,831,$381.63,"2,170",$17.69,"29,706","$19,238,116.15","3,242","$5,934.03","957,997",$20.08,956,$433.99,"2,286",$19.50,"16,007","$10,725,756.56","2,999","$3,576.44","512,697",$20.92,933,$302.31,"2,066",$19.17,"4,568","$3,147,612.63",731,"$4,305.90","145,845",$21.61,255,$349.89,476,$15.10,
VIRASAL ,SALICYLIC ACID ,34,"$3,506.44",28,$125.23,340,$10.31,,,,,40,"$5,770.08",28,$206.07,420,$13.74,17,$106.38,11,$3.85,27,"$3,852.74",25,$154.11,270,$14.27,14,$83.41,11,$2.44,,,,,,,,,,,,,,,,,,,,,
VIREAD ,TENOFOVIR DISOPROXIL FUMARATE ,"152,806","$108,699,871.27","19,842","$5,478.27","4,501,543",$24.15,"3,812",$668.39,"16,030",$21.09,"155,359","$121,813,262.62","20,240","$6,018.44","4,623,960",$26.36,"4,230",$705.30,"16,010",$19.70,"162,489","$133,109,920.21","20,618","$6,456.01","4,716,077",$28.28,"4,803",$794.22,"15,815",$20.75,"166,996","$145,138,479.89","21,147","$6,863.31","4,927,391",$29.52,"5,201",$909.61,"15,946",$22.20,"174,618","$162,028,982.92","21,977","$7,372.66","5,180,643",$31.37,"5,629","$1,124.96","16,348",$23.88,6%
VIROPTIC ,TRIFLURIDINE ,183,"$27,089.82",140,$193.50,"1,456",$18.61,89,$82.91,51,$5.64,208,"$33,445.31",169,$197.90,"1,590",$21.03,110,$90.48,59,$4.54,140,"$25,114.11",108,$232.54,"1,087",$23.11,82,$94.56,26,$4.74,170,"$33,762.22",140,$241.16,"1,283",$26.33,108,$82.84,32,$4.78,140,"$37,160.96",100,$371.61,"1,231",$30.20,65,$115.26,35,$9.30,
VIRT NATE ,PRENATAL VIT NO.73/IRON/FA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,$0.24,12,$0.02,750,$0.00,,,,,152,$108.68,29,$3.75,"4,620",$0.02,18,$0.01,11,$1.21,
VIRT-ADVANCE ,PRENATAL VIT 15/IRON CB/FA/DSS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,$338.55,31,$10.92,"3,690",$0.09,18,$6.64,13,$2.16,
VIRT-C DHA ,PNV#16/IRON FUM & PS/FA/OM-3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,"$2,597.38",29,$89.56,"2,190",$1.19,,,,,
VIRT-CAPS ,B COMPLEX & C NO.20/FOLIC ACID ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,"$1,640.46",40,$41.01,"3,720",$0.44,,,,,331,"$5,707.07",113,$50.51,"15,891",$0.36,,,,,
VIRT-NATE ,PRENATAL VIT NO.73/IRON/FA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,$0.09,,,330,$0.00,,,,,
VIRT-PHOS 250 NEUTRAL ,PHOSPHORUS #1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,$423.65,12,$35.30,"1,382",$0.31,,,,,305,"$9,794.72",204,$48.01,"30,305",$0.32,126,$18.79,78,$1.89,
VIRT-PN ,PNV W-CA #40/IRON FUM/FA CMB#1 ,,,,,,,,,,,33,"$2,001.73",24,$83.41,"1,470",$1.36,,,,,172,"$10,679.43",75,$142.39,"7,585",$1.41,11,$40.94,64,$3.61,159,"$9,371.89",72,$130.17,"7,599",$1.23,15,$41.09,57,$3.69,191,"$11,775.27",62,$189.92,"8,400",$1.40,15,$97.13,47,$6.41,
VIRT-PN DHA ,PNV COMBO#47/IRON/FA #1/DHA ,,,,,,,,,,,100,"$6,639.84",52,$127.69,"3,892",$1.71,,,,,305,"$22,547.67",91,$247.78,"12,540",$1.80,,,,,201,"$11,720.80",102,$114.91,"7,630",$1.54,,,,,463,"$30,401.53",169,$179.89,"16,800",$1.81,14,$55.49,155,$5.00,
VIRT-PN PLUS ,PNV WITH CA #68/IRON/FA#1/DHA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"$2,013.11",12,$167.76,"1,029",$1.96,,,,,48,"$3,886.55",21,$185.07,"1,950",$1.99,,,,,
VIRTPREX ,PNV66/IRON FUMARATE/FA/DSS/DHA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,"$1,056.91",50,$21.14,"4,907",$0.22,17,$0.25,33,$0.69,
