Notes,Year,Year Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Standard Error,% of Total Deaths
,2015,2015,Kansas,20,Male,M,35-44 years,35-44,23,175603,13.1,2.7,0
,2015,2015,Kansas,20,Male,M,45-54 years,45-54,12,179902,Unreliable,1.9,0
,2015,2015,Kansas,20,Male,M,55-64 years,55-64,12,179663,Unreliable,1.9,0
Total,2015,2015,Kansas,20,Male,M,,,85,1453633,5.8,0.6,0
Total,2015,2015,Kansas,20,,,,,161,2911641,5.5,0.4,0
,2015,2015,Kentucky,21,Female,F,15-24 years,15-24,16,289386,Unreliable,1.4,0
,2015,2015,Kentucky,21,Female,F,25-34 years,25-34,74,282761,26.2,3,0
,2015,2015,Kentucky,21,Female,F,35-44 years,35-44,98,279484,35.1,3.5,0
,2015,2015,Kentucky,21,Female,F,45-54 years,45-54,101,305898,33.0,3.3,0
,2015,2015,Kentucky,21,Female,F,55-64 years,55-64,38,303029,12.5,2,0
Total,2015,2015,Kentucky,21,Female,F,,,338,2245998,15.0,0.8,0.001
,2015,2015,Kentucky,21,Male,M,15-24 years,15-24,39,307173,12.7,2,0
,2015,2015,Kentucky,21,Male,M,25-34 years,25-34,160,285627,56.0,4.4,0
,2015,2015,Kentucky,21,Male,M,35-44 years,35-44,162,279552,57.9,4.6,0
,2015,2015,Kentucky,21,Male,M,45-54 years,45-54,137,298014,46.0,3.9,0
,2015,2015,Kentucky,21,Male,M,55-64 years,55-64,67,282516,23.7,2.9,0
Total,2015,2015,Kentucky,21,Male,M,,,576,2179094,26.4,1.1,0.002
Total,2015,2015,Kentucky,21,,,,,914,4425092,20.7,0.7,0.003
,2015,2015,Louisiana,22,Female,F,25-34 years,25-34,22,339147,6.5,1.4,0
,2015,2015,Louisiana,22,Female,F,35-44 years,35-44,27,288662,9.4,1.8,0
,2015,2015,Louisiana,22,Female,F,45-54 years,45-54,31,309123,10.0,1.8,0
,2015,2015,Louisiana,22,Female,F,55-64 years,55-64,29,310706,9.3,1.7,0
Total,2015,2015,Louisiana,22,Female,F,,,116,2386915,4.9,0.5,0
,2015,2015,Louisiana,22,Male,M,15-24 years,15-24,20,326088,6.1,1.4,0
,2015,2015,Louisiana,22,Male,M,25-34 years,25-34,57,336930,16.9,2.2,0
,2015,2015,Louisiana,22,Male,M,35-44 years,35-44,63,282149,22.3,2.8,0
,2015,2015,Louisiana,22,Male,M,45-54 years,45-54,42,293480,14.3,2.2,0
,2015,2015,Louisiana,22,Male,M,55-64 years,55-64,37,286824,12.9,2.1,0
Total,2015,2015,Louisiana,22,Male,M,,,223,2283809,9.8,0.7,0.001
Total,2015,2015,Louisiana,22,,,,,339,4670724,7.3,0.4,0.001
,2015,2015,Maine,23,Female,F,25-34 years,25-34,15,77562,Unreliable,5,0
,2015,2015,Maine,23,Female,F,35-44 years,35-44,14,77495,Unreliable,4.8,0
,2015,2015,Maine,23,Female,F,45-54 years,45-54,22,99858,22.0,4.7,0
,2015,2015,Maine,23,Female,F,55-64 years,55-64,13,107767,Unreliable,3.3,0
Total,2015,2015,Maine,23,Female,F,,,74,678071,10.9,1.3,0
,2015,2015,Maine,23,Male,M,15-24 years,15-24,10,81409,Unreliable,3.9,0
,2015,2015,Maine,23,Male,M,25-34 years,25-34,54,76985,70.1,9.5,0
,2015,2015,Maine,23,Male,M,35-44 years,35-44,44,75255,58.5,8.8,0
,2015,2015,Maine,23,Male,M,45-54 years,45-54,40,95897,41.7,6.6,0
,2015,2015,Maine,23,Male,M,55-64 years,55-64,19,100839,Unreliable,4.3,0
Total,2015,2015,Maine,23,Male,M,,,169,651257,25.9,2,0
Total,2015,2015,Maine,23,,,,,243,1329328,18.3,1.2,0.001
,2015,2015,Maryland,24,Female,F,15-24 years,15-24,24,385329,6.2,1.3,0
,2015,2015,Maryland,24,Female,F,25-34 years,25-34,63,421087,15.0,1.9,0
,2015,2015,Maryland,24,Female,F,35-44 years,35-44,77,394148,19.5,2.2,0
,2015,2015,Maryland,24,Female,F,45-54 years,45-54,82,451073,18.2,2,0
,2015,2015,Maryland,24,Female,F,55-64 years,55-64,58,412177,14.1,1.8,0
,2015,2015,Maryland,24,Female,F,65-74 years,65-74,10,270223,Unreliable,1.2,0
Total,2015,2015,Maryland,24,Female,F,,,314,3095316,10.1,0.6,0.001
,2015,2015,Maryland,24,Male,M,15-24 years,15-24,61,398857,15.3,2,0
,2015,2015,Maryland,24,Male,M,25-34 years,25-34,210,415530,50.5,3.5,0.001
,2015,2015,Maryland,24,Male,M,35-44 years,35-44,165,373677,44.2,3.4,0
,2015,2015,Maryland,24,Male,M,45-54 years,45-54,215,417239,51.5,3.5,0.001
,2015,2015,Maryland,24,Male,M,55-64 years,55-64,139,369551,37.6,3.2,0
,2015,2015,Maryland,24,Male,M,65-74 years,65-74,13,227573,Unreliable,1.6,0
Total,2015,2015,Maryland,24,Male,M,,,807,2911085,27.7,1,0.002
Total,2015,2015,Maryland,24,,,,,1121,6006401,18.7,0.6,0.003
,2015,2015,Massachusetts,25,Female,F,15-24 years,15-24,40,474198,8.4,1.3,0
,2015,2015,Massachusetts,25,Female,F,25-34 years,25-34,112,473598,23.6,2.2,0
,2015,2015,Massachusetts,25,Female,F,35-44 years,35-44,86,426162,20.2,2.2,0
,2015,2015,Massachusetts,25,Female,F,45-54 years,45-54,114,502222,22.7,2.1,0
,2015,2015,Massachusetts,25,Female,F,55-64 years,55-64,41,470170,8.7,1.4,0
Total,2015,2015,Massachusetts,25,Female,F,,,399,3498304,11.4,0.6,0.001
,2015,2015,Massachusetts,25,Male,M,15-24 years,15-24,114,477375,23.9,2.2,0
,2015,2015,Massachusetts,25,Male,M,25-34 years,25-34,388,470250,82.5,4.2,0.001
,2015,2015,Massachusetts,25,Male,M,35-44 years,35-44,304,407931,74.5,4.3,0.001
,2015,2015,Massachusetts,25,Male,M,45-54 years,45-54,247,476080,51.9,3.3,0.001
,2015,2015,Massachusetts,25,Male,M,55-64 years,55-64,120,434675,27.6,2.5,0
,2015,2015,Massachusetts,25,Male,M,65-74 years,65-74,13,272511,Unreliable,1.3,0
Total,2015,2015,Massachusetts,25,Male,M,,,1188,3296118,36.0,1,0.003
Total,2015,2015,Massachusetts,25,,,,,1587,6794422,23.4,0.6,0.004
,2015,2015,Michigan,26,Female,F,15-24 years,15-24,38,680486,5.6,0.9,0
,2015,2015,Michigan,26,Female,F,25-34 years,25-34,104,607315,17.1,1.7,0
,2015,2015,Michigan,26,Female,F,35-44 years,35-44,94,592856,15.9,1.6,0
,2015,2015,Michigan,26,Female,F,45-54 years,45-54,125,694838,18.0,1.6,0
,2015,2015,Michigan,26,Female,F,55-64 years,55-64,88,712124,12.4,1.3,0
,2015,2015,Michigan,26,Female,F,65-74 years,65-74,15,478492,Unreliable,0.8,0
Total,2015,2015,Michigan,26,Female,F,,,468,5044428,9.3,0.4,0.001
,2015,2015,Michigan,26,Male,M,15-24 years,15-24,83,709606,11.7,1.3,0
,2015,2015,Michigan,26,Male,M,25-34 years,25-34,244,616093,39.6,2.5,0.001
,2015,2015,Michigan,26,Male,M,35-44 years,35-44,194,582605,33.3,2.4,0.001
,2015,2015,Michigan,26,Male,M,45-54 years,45-54,209,679590,30.8,2.1,0.001
,2015,2015,Michigan,26,Male,M,55-64 years,55-64,138,671762,20.5,1.7,0
,2015,2015,Michigan,26,Male,M,65-74 years,65-74,27,428648,6.3,1.2,0
Total,2015,2015,Michigan,26,Male,M,,,902,4878148,18.5,0.6,0.003
Total,2015,2015,Michigan,26,,,,,1370,9922576,13.8,0.4,0.004
,2015,2015,Minnesota,27,Female,F,25-34 years,25-34,27,368068,7.3,1.4,0
,2015,2015,Minnesota,27,Female,F,35-44 years,35-44,39,331577,11.8,1.9,0
,2015,2015,Minnesota,27,Female,F,45-54 years,45-54,36,371283,9.7,1.6,0
,2015,2015,Minnesota,27,Female,F,55-64 years,55-64,18,367042,Unreliable,1.2,0
,2015,2015,Minnesota,27,Female,F,65-74 years,65-74,10,234931,Unreliable,1.3,0
Total,2015,2015,Minnesota,27,Female,F,,,137,2759730,5.0,0.4,0
,2015,2015,Minnesota,27,Male,M,15-24 years,15-24,30,366442,8.2,1.5,0
,2015,2015,Minnesota,27,Male,M,25-34 years,25-34,62,379075,16.4,2.1,0
,2015,2015,Minnesota,27,Male,M,35-44 years,35-44,36,342121,10.5,1.8,0
,2015,2015,Minnesota,27,Male,M,45-54 years,45-54,46,373171,12.3,1.8,0
,2015,2015,Minnesota,27,Male,M,55-64 years,55-64,41,360929,11.4,1.8,0
,2015,2015,Minnesota,27,Male,M,65-74 years,65-74,12,216974,Unreliable,1.6,0
Total,2015,2015,Minnesota,27,Male,M,,,228,2729864,8.4,0.6,0.001
Total,2015,2015,Minnesota,27,,,,,365,5489594,6.6,0.3,0.001
,2015,2015,Mississippi,28,Female,F,35-44 years,35-44,12,189483,Unreliable,1.8,0
,2015,2015,Mississippi,28,Female,F,45-54 years,45-54,16,198787,Unreliable,2,0
Total,2015,2015,Mississippi,28,Female,F,,,54,1540483,3.5,0.5,0
,2015,2015,Mississippi,28,Male,M,25-34 years,25-34,48,193519,24.8,3.6,0
,2015,2015,Mississippi,28,Male,M,35-44 years,35-44,25,178360,14.0,2.8,0
,2015,2015,Mississippi,28,Male,M,45-54 years,45-54,26,185007,14.1,2.8,0
Total,2015,2015,Mississippi,28,Male,M,,,113,1451850,7.8,0.7,0
Total,2015,2015,Mississippi,28,,,,,167,2992333,5.6,0.4,0
,2015,2015,Missouri,29,Female,F,15-24 years,15-24,22,404665,5.4,1.2,0
,2015,2015,Missouri,29,Female,F,25-34 years,25-34,49,403536,12.1,1.7,0
,2015,2015,Missouri,29,Female,F,35-44 years,35-44,61,368356,16.6,2.1,0
,2015,2015,Missouri,29,Female,F,45-54 years,45-54,72,408034,17.6,2.1,0
,2015,2015,Missouri,29,Female,F,55-64 years,55-64,52,416345,12.5,1.7,0
,2015,2015,Missouri,29,Female,F,65-74 years,65-74,10,289140,Unreliable,1.1,0
Total,2015,2015,Missouri,29,Female,F,,,267,3098627,8.6,0.5,0.001
,2015,2015,Missouri,29,Male,M,15-24 years,15-24,64,422525,15.1,1.9,0
,2015,2015,Missouri,29,Male,M,25-34 years,25-34,129,403231,32.0,2.8,0
,2015,2015,Missouri,29,Male,M,35-44 years,35-44,95,364319,26.1,2.7,0
,2015,2015,Missouri,29,Male,M,45-54 years,45-54,86,397257,21.6,2.3,0
,2015,2015,Missouri,29,Male,M,55-64 years,55-64,68,388797,17.5,2.1,0
Total,2015,2015,Missouri,29,Male,M,,,452,2985045,15.1,0.7,0.001
Total,2015,2015,Missouri,29,,,,,719,6083672,11.8,0.4,0.002
Total,2015,2015,Montana,30,Female,F,,,24,513619,4.7,1,0
Total,2015,2015,Montana,30,Male,M,,,25,519330,4.8,1,0
Total,2015,2015,Montana,30,,,,,49,1032949,4.7,0.7,0
Total,2015,2015,Nebraska,31,Female,F,,,21,951022,2.2,0.5,0
,2015,2015,Nebraska,31,Male,M,25-34 years,25-34,12,129600,Unreliable,2.7,0
,2015,2015,Nebraska,31,Male,M,35-44 years,35-44,12,116349,Unreliable,3,0
Total,2015,2015,Nebraska,31,Male,M,,,38,945168,4.0,0.7,0
Total,2015,2015,Nebraska,31,,,,,59,1896190,3.1,0.4,0
,2015,2015,Nevada,32,Female,F,25-34 years,25-34,30,205649,14.6,2.7,0
,2015,2015,Nevada,32,Female,F,35-44 years,35-44,39,190079,20.5,3.3,0
,2015,2015,Nevada,32,Female,F,45-54 years,45-54,52,190897,27.2,3.8,0
,2015,2015,Nevada,32,Female,F,55-64 years,55-64,52,180537,28.8,4,0
,2015,2015,Nevada,32,Female,F,65-74 years,65-74,12,136039,Unreliable,2.5,0
Total,2015,2015,Nevada,32,Female,F,,,199,1440294,13.8,1,0.001
,2015,2015,Nevada,32,Male,M,15-24 years,15-24,24,186807,12.8,2.6,0
,2015,2015,Nevada,32,Male,M,25-34 years,25-34,54,212461,25.4,3.5,0
,2015,2015,Nevada,32,Male,M,35-44 years,35-44,39,195462,20.0,3.2,0
,2015,2015,Nevada,32,Male,M,45-54 years,45-54,51,198322,25.7,3.6,0
,2015,2015,Nevada,32,Male,M,55-64 years,55-64,53,173636,30.5,4.2,0
,2015,2015,Nevada,32,Male,M,65-74 years,65-74,19,128072,Unreliable,3.4,0
Total,2015,2015,Nevada,32,Male,M,,,245,1450551,16.9,1.1,0.001
Total,2015,2015,Nevada,32,,,,,444,2890845,15.4,0.7,0.001
,2015,2015,New Hampshire,33,Female,F,15-24 years,15-24,12,88204,Unreliable,3.9,0
,2015,2015,New Hampshire,33,Female,F,25-34 years,25-34,21,76069,27.6,6,0
,2015,2015,New Hampshire,33,Female,F,35-44 years,35-44,30,78063,38.4,7,0
,2015,2015,New Hampshire,33,Female,F,45-54 years,45-54,31,103920,29.8,5.4,0
Total,2015,2015,New Hampshire,33,Female,F,,,106,672952,15.8,1.5,0
,2015,2015,New Hampshire,33,Male,M,15-24 years,15-24,29,91212,31.8,5.9,0
,2015,2015,New Hampshire,33,Male,M,25-34 years,25-34,108,80161,134.7,13,0
,2015,2015,New Hampshire,33,Male,M,35-44 years,35-44,71,76914,92.3,11,0
,2015,2015,New Hampshire,33,Male,M,45-54 years,45-54,43,101669,42.3,6.4,0
,2015,2015,New Hampshire,33,Male,M,55-64 years,55-64,24,99471,24.1,4.9,0
Total,2015,2015,New Hampshire,33,Male,M,,,278,657656,42.3,2.5,0.001
Total,2015,2015,New Hampshire,33,,,,,384,1330608,28.9,1.5,0.001
,2015,2015,New Jersey,34,Female,F,15-24 years,15-24,22,558798,3.9,0.8,0
,2015,2015,New Jersey,34,Female,F,25-34 years,25-34,56,570930,9.8,1.3,0
,2015,2015,New Jersey,34,Female,F,35-44 years,35-44,44,588859,7.5,1.1,0
,2015,2015,New Jersey,34,Female,F,45-54 years,45-54,74,677836,10.9,1.3,0
,2015,2015,New Jersey,34,Female,F,55-64 years,55-64,42,613453,6.8,1.1,0
Total,2015,2015,New Jersey,34,Female,F,,,246,4585897,5.4,0.3,0.001
,2015,2015,New Jersey,34,Male,M,15-24 years,15-24,82,588551,13.9,1.5,0
,2015,2015,New Jersey,34,Male,M,25-34 years,25-34,202,584319,34.6,2.4,0.001
,2015,2015,New Jersey,34,Male,M,35-44 years,35-44,146,575103,25.4,2.1,0
,2015,2015,New Jersey,34,Male,M,45-54 years,45-54,151,645984,23.4,1.9,0
,2015,2015,New Jersey,34,Male,M,55-64 years,55-64,74,566337,13.1,1.5,0
,2015,2015,New Jersey,34,Male,M,65-74 years,65-74,13,344679,Unreliable,1,0
Total,2015,2015,New Jersey,34,Male,M,,,671,4372116,15.3,0.6,0.002
Total,2015,2015,New Jersey,34,,,,,917,8958013,10.2,0.3,0.003
,2015,2015,New Mexico,35,Female,F,25-34 years,25-34,18,135480,Unreliable,3.1,0
,2015,2015,New Mexico,35,Female,F,35-44 years,35-44,36,121324,29.7,4.9,0
,2015,2015,New Mexico,35,Female,F,45-54 years,45-54,42,131347,32.0,4.9,0
,2015,2015,New Mexico,35,Female,F,55-64 years,55-64,20,142058,14.1,3.1,0
Total,2015,2015,New Mexico,35,Female,F,,,131,1051688,12.5,1.1,0
,2015,2015,New Mexico,35,Male,M,15-24 years,15-24,24,149501,16.1,3.3,0
,2015,2015,New Mexico,35,Male,M,25-34 years,25-34,67,144640,46.3,5.7,0
,2015,2015,New Mexico,35,Male,M,35-44 years,35-44,52,122208,42.6,5.9,0
,2015,2015,New Mexico,35,Male,M,45-54 years,45-54,55,126466,43.5,5.9,0
,2015,2015,New Mexico,35,Male,M,55-64 years,55-64,34,129423,26.3,4.5,0
Total,2015,2015,New Mexico,35,Male,M,,,238,1033421,23.0,1.5,0.001
Total,2015,2015,New Mexico,35,,,,,369,2085109,17.7,0.9,0.001
,2015,2015,New York,36,Female,F,15-24 years,15-24,59,1321388,4.5,0.6,0
,2015,2015,New York,36,Female,F,25-34 years,25-34,148,1444156,10.2,0.8,0
,2015,2015,New York,36,Female,F,35-44 years,35-44,124,1270601,9.8,0.9,0
,2015,2015,New York,36,Female,F,45-54 years,45-54,176,1416362,12.4,0.9,0
,2015,2015,New York,36,Female,F,55-64 years,55-64,109,1327418,8.2,0.8,0
,2015,2015,New York,36,Female,F,65-74 years,65-74,17,904214,Unreliable,0.5,0
Total,2015,2015,New York,36,Female,F,,,642,10184278,6.3,0.2,0.002
,2015,2015,New York,36,Male,M,15-24 years,15-24,187,1349275,13.9,1,0.001
,2015,2015,New York,36,Male,M,25-34 years,25-34,466,1435462,32.5,1.5,0.001
,2015,2015,New York,36,Male,M,35-44 years,35-44,355,1225138,29.0,1.5,0.001
,2015,2015,New York,36,Male,M,45-54 years,45-54,404,1342527,30.1,1.5,0.001
,2015,2015,New York,36,Male,M,55-64 years,55-64,254,1216582,20.9,1.3,0.001
,2015,2015,New York,36,Male,M,65-74 years,65-74,50,755834,6.6,0.9,0
Total,2015,2015,New York,36,Male,M,,,1722,9611513,17.9,0.4,0.005
Total,2015,2015,New York,36,,,,,2364,19795791,11.9,0.2,0.007
,2015,2015,North Carolina,37,Female,F,15-24 years,15-24,28,664735,4.2,0.8,0
,2015,2015,North Carolina,37,Female,F,25-34 years,25-34,97,663688,14.6,1.5,0
,2015,2015,North Carolina,37,Female,F,35-44 years,35-44,110,663459,16.6,1.6,0
,2015,2015,North Carolina,37,Female,F,45-54 years,45-54,140,703841,19.9,1.7,0
,2015,2015,North Carolina,37,Female,F,55-64 years,55-64,79,668957,11.8,1.3,0
,2015,2015,North Carolina,37,Female,F,65-74 years,65-74,13,486735,Unreliable,0.7,0
Total,2015,2015,North Carolina,37,Female,F,,,475,5150777,9.2,0.4,0.001
,2015,2015,North Carolina,37,Male,M,15-24 years,15-24,78,715559,10.9,1.2,0
,2015,2015,North Carolina,37,Male,M,25-34 years,25-34,210,644899,32.6,2.2,0.001
,2015,2015,North Carolina,37,Male,M,35-44 years,35-44,187,632353,29.6,2.2,0.001
,2015,2015,North Carolina,37,Male,M,45-54 years,45-54,216,668573,32.3,2.2,0.001
,2015,2015,North Carolina,37,Male,M,55-64 years,55-64,101,601543,16.8,1.7,0
,2015,2015,North Carolina,37,Male,M,65-74 years,65-74,18,418691,Unreliable,1,0
Total,2015,2015,North Carolina,37,Male,M,,,814,4892025,16.6,0.6,0.002
Total,2015,2015,North Carolina,37,,,,,1289,10042802,12.8,0.4,0.004
Total,2015,2015,North Dakota,38,Female,F,,,13,368074,Unreliable,1,0
Total,2015,2015,North Dakota,38,Male,M,,,21,388853,5.4,1.2,0
Total,2015,2015,North Dakota,38,,,,,34,756927,4.5,0.8,0
,2015,2015,Ohio,39,Female,F,15-24 years,15-24,77,762466,10.1,1.2,0
,2015,2015,Ohio,39,Female,F,25-34 years,25-34,243,741985,32.7,2.1,0.001
,2015,2015,Ohio,39,Female,F,35-44 years,35-44,243,703398,34.5,2.2,0.001
,2015,2015,Ohio,39,Female,F,45-54 years,45-54,241,798725,30.2,1.9,0.001
,2015,2015,Ohio,39,Female,F,55-64 years,55-64,121,822141,14.7,1.3,0
,2015,2015,Ohio,39,Female,F,65-74 years,65-74,14,557570,Unreliable,0.7,0
Total,2015,2015,Ohio,39,Female,F,,,944,5926893,15.9,0.5,0.003
,2015,2015,Ohio,39,Male,M,15-24 years,15-24,166,789513,21.0,1.6,0
,2015,2015,Ohio,39,Male,M,25-34 years,25-34,555,744985,74.5,3.2,0.002
,2015,2015,Ohio,39,Male,M,35-44 years,35-44,493,693759,71.1,3.2,0.001
,2015,2015,Ohio,39,Male,M,45-54 years,45-54,377,778380,48.4,2.5,0.001
,2015,2015,Ohio,39,Male,M,55-64 years,55-64,265,773289,34.3,2.1,0.001
,2015,2015,Ohio,39,Male,M,65-74 years,65-74,35,487159,7.2,1.2,0
Total,2015,2015,Ohio,39,Male,M,,,1895,5686530,33.3,0.8,0.005
Total,2015,2015,Ohio,39,,,,,2839,11613423,24.4,0.5,0.008
,2015,2015,Oklahoma,40,Female,F,25-34 years,25-34,33,267063,12.4,2.2,0
,2015,2015,Oklahoma,40,Female,F,35-44 years,35-44,44,236770,18.6,2.8,0
,2015,2015,Oklahoma,40,Female,F,45-54 years,45-54,62,243372,25.5,3.2,0
,2015,2015,Oklahoma,40,Female,F,55-64 years,55-64,51,249740,20.4,2.9,0
Total,2015,2015,Oklahoma,40,Female,F,,,205,1974214,10.4,0.7,0.001
,2015,2015,Oklahoma,40,Male,M,15-24 years,15-24,21,283203,7.4,1.6,0
,2015,2015,Oklahoma,40,Male,M,25-34 years,25-34,57,273176,20.9,2.8,0
,2015,2015,Oklahoma,40,Male,M,35-44 years,35-44,52,239522,21.7,3,0
,2015,2015,Oklahoma,40,Male,M,45-54 years,45-54,57,240616,23.7,3.1,0
,2015,2015,Oklahoma,40,Male,M,55-64 years,55-64,45,233771,19.2,2.9,0
Total,2015,2015,Oklahoma,40,Male,M,,,244,1937124,12.6,0.8,0.001
Total,2015,2015,Oklahoma,40,,,,,449,3911338,11.5,0.5,0.001
,2015,2015,Oregon,41,Female,F,25-34 years,25-34,21,276148,7.6,1.7,0
,2015,2015,Oregon,41,Female,F,35-44 years,35-44,24,258876,9.3,1.9,0
,2015,2015,Oregon,41,Female,F,45-54 years,45-54,44,258351,17.0,2.6,0
,2015,2015,Oregon,41,Female,F,55-64 years,55-64,34,282674,12.0,2.1,0
Total,2015,2015,Oregon,41,Female,F,,,137,2035807,6.7,0.6,0
,2015,2015,Oregon,41,Male,M,15-24 years,15-24,18,261060,Unreliable,1.6,0
,2015,2015,Oregon,41,Male,M,25-34 years,25-34,51,280826,18.2,2.5,0
,2015,2015,Oregon,41,Male,M,35-44 years,35-44,44,265233,16.6,2.5,0
,2015,2015,Oregon,41,Male,M,45-54 years,45-54,36,256899,14.0,2.3,0
,2015,2015,Oregon,41,Male,M,55-64 years,55-64,42,262454,16.0,2.5,0
,2015,2015,Oregon,41,Male,M,65-74 years,65-74,12,189056,Unreliable,1.8,0
Total,2015,2015,Oregon,41,Male,M,,,204,1993170,10.2,0.7,0.001
Total,2015,2015,Oregon,41,,,,,341,4028977,8.5,0.5,0.001
,2015,2015,Pennsylvania,42,Female,F,15-24 years,15-24,57,827177,6.9,0.9,0
,2015,2015,Pennsylvania,42,Female,F,25-34 years,25-34,105,821159,12.8,1.2,0
,2015,2015,Pennsylvania,42,Female,F,35-44 years,35-44,87,752547,11.6,1.2,0
,2015,2015,Pennsylvania,42,Female,F,45-54 years,45-54,105,898765,11.7,1.1,0
,2015,2015,Pennsylvania,42,Female,F,55-64 years,55-64,68,920878,7.4,0.9,0
,2015,2015,Pennsylvania,42,Female,F,65-74 years,65-74,11,637707,Unreliable,0.5,0
Total,2015,2015,Pennsylvania,42,Female,F,,,439,6538129,6.7,0.3,0.001
,2015,2015,Pennsylvania,42,Male,M,15-24 years,15-24,108,856589,12.6,1.2,0
,2015,2015,Pennsylvania,42,Male,M,25-34 years,25-34,343,841908,40.7,2.2,0.001
,2015,2015,Pennsylvania,42,Male,M,35-44 years,35-44,227,746761,30.4,2,0.001
,2015,2015,Pennsylvania,42,Male,M,45-54 years,45-54,193,874888,22.1,1.6,0.001
,2015,2015,Pennsylvania,42,Male,M,55-64 years,55-64,117,871002,13.4,1.2,0
,2015,2015,Pennsylvania,42,Male,M,65-74 years,65-74,20,558921,3.6,0.8,0
Total,2015,2015,Pennsylvania,42,Male,M,,,1010,6264374,16.1,0.5,0.003
Total,2015,2015,Pennsylvania,42,,,,,1449,12802503,11.3,0.3,0.004
,2015,2015,Rhode Island,44,Female,F,25-34 years,25-34,20,69907,28.6,6.4,0
,2015,2015,Rhode Island,44,Female,F,45-54 years,45-54,18,77598,Unreliable,5.5,0
,2015,2015,Rhode Island,44,Female,F,55-64 years,55-64,21,75706,27.7,6.1,0
Total,2015,2015,Rhode Island,44,Female,F,,,78,544349,14.3,1.6,0
,2015,2015,Rhode Island,44,Male,M,15-24 years,15-24,16,76753,Unreliable,5.2,0
,2015,2015,Rhode Island,44,Male,M,25-34 years,25-34,56,71609,78.2,10.5,0
,2015,2015,Rhode Island,44,Male,M,35-44 years,35-44,39,61214,63.7,10.2,0
,2015,2015,Rhode Island,44,Male,M,45-54 years,45-54,43,72233,59.5,9.1,0
,2015,2015,Rhode Island,44,Male,M,55-64 years,55-64,34,69119,49.2,8.4,0
Total,2015,2015,Rhode Island,44,Male,M,,,193,511949,37.7,2.7,0.001
Total,2015,2015,Rhode Island,44,,,,,271,1056298,25.7,1.6,0.001
,2015,2015,South Carolina,45,Female,F,25-34 years,25-34,37,324515,11.4,1.9,0
,2015,2015,South Carolina,45,Female,F,35-44 years,35-44,54,305495,17.7,2.4,0
,2015,2015,South Carolina,45,Female,F,45-54 years,45-54,70,336038,20.8,2.5,0
,2015,2015,South Carolina,45,Female,F,55-64 years,55-64,62,342556,18.1,2.3,0
,2015,2015,South Carolina,45,Female,F,65-74 years,65-74,15,260734,Unreliable,1.5,0
Total,2015,2015,South Carolina,45,Female,F,,,250,2517178,9.9,0.6,0.001
,2015,2015,South Carolina,45,Male,M,15-24 years,15-24,24,341502,7.0,1.4,0
,2015,2015,South Carolina,45,Male,M,25-34 years,25-34,101,316950,31.9,3.2,0
,2015,2015,South Carolina,45,Male,M,35-44 years,35-44,74,291803,25.4,2.9,0
,2015,2015,South Carolina,45,Male,M,45-54 years,45-54,85,313547,27.1,2.9,0
,2015,2015,South Carolina,45,Male,M,55-64 years,55-64,54,301735,17.9,2.4,0
,2015,2015,South Carolina,45,Male,M,65-74 years,65-74,14,228749,Unreliable,1.6,0
Total,2015,2015,South Carolina,45,Male,M,,,353,2378968,14.8,0.8,0.001
Total,2015,2015,South Carolina,45,,,,,603,4896146,12.3,0.5,0.002
Total,2015,2015,South Dakota,46,Female,F,,,13,426493,Unreliable,0.8,0
Total,2015,2015,South Dakota,46,Male,M,,,15,431976,Unreliable,0.9,0
Total,2015,2015,South Dakota,46,,,,,28,858469,3.3,0.6,0
,2015,2015,Tennessee,47,Female,F,15-24 years,15-24,15,434595,Unreliable,0.9,0
,2015,2015,Tennessee,47,Female,F,25-34 years,25-34,82,440523,18.6,2.1,0
,2015,2015,Tennessee,47,Female,F,35-44 years,35-44,107,424572,25.2,2.4,0
,2015,2015,Tennessee,47,Female,F,45-54 years,45-54,138,457757,30.1,2.6,0
,2015,2015,Tennessee,47,Female,F,55-64 years,55-64,90,448348,20.1,2.1,0
,2015,2015,Tennessee,47,Female,F,65-74 years,65-74,15,322452,Unreliable,1.2,0
Total,2015,2015,Tennessee,47,Female,F,,,454,3382838,13.4,0.6,0.001
,2015,2015,Tennessee,47,Male,M,15-24 years,15-24,54,449602,12.0,1.6,0
,2015,2015,Tennessee,47,Male,M,25-34 years,25-34,128,431710,29.6,2.6,0
,2015,2015,Tennessee,47,Male,M,35-44 years,35-44,169,412670,41.0,3.2,0
,2015,2015,Tennessee,47,Male,M,45-54 years,45-54,186,437153,42.5,3.1,0.001
,2015,2015,Tennessee,47,Male,M,55-64 years,55-64,106,406835,26.1,2.5,0
,2015,2015,Tennessee,47,Male,M,65-74 years,65-74,17,285240,Unreliable,1.4,0
Total,2015,2015,Tennessee,47,Male,M,,,665,3217461,20.7,0.8,0.002
Total,2015,2015,Tennessee,47,,,,,1119,6600299,17.0,0.5,0.003
,2015,2015,Texas,48,Female,F,15-24 years,15-24,41,1919823,2.1,0.3,0
,2015,2015,Texas,48,Female,F,25-34 years,25-34,88,1977016,4.5,0.5,0
,2015,2015,Texas,48,Female,F,35-44 years,35-44,95,1851792,5.1,0.5,0
,2015,2015,Texas,48,Female,F,45-54 years,45-54,169,1764761,9.6,0.7,0
